linea,estacion,long,lat
12,Mixcoac,-99.18767513739826,19.376256625218403
12,Insurgentes Sur,-99.17870100785723,19.373676772453223
12,Hospital 20 de Noviembre,-99.17077506241701,19.37195014412761
12,Zapata,-99.16484470740734,19.370641112754456
12,Parque de los venados,-99.15879126776117,19.370659155319387
12,Eje central,-99.1514403901271,19.361304975628897
12,Ermita,-99.14296328554465,19.35984311992813
12,Mexicaltzingo,-99.1226992094887,19.357700970256317
12,Atlalilco,-99.10578285935902,19.35581575068099
12,Culhuacán,-99.1089788027882,19.33689022519185
12,San Andrés Tomatlán,-99.104497677001,19.32810728733311
12,Lomas Estrella,-99.09572479767206,19.32217946252939
12,Calle 11,-99.0859208005071,19.32048678175377
12,Periférico Oriente,-99.0746776250946,19.317718007610097
12,Tezonco,-99.06525641147319,19.30624198083511
12,Olivos,-99.0595573981594,19.304319069230274
12,Nopalera,-99.04595723054734,19.29986041075675
12,Zapotitlán,-99.0342228806039,19.296640111803782
12,Tlaltenco,-99.02406120424766,19.294400356114963
12,Tláhuac,-99.01423830829495,19.286319014857455
