linea,estacion,long,lat
7,Barranca del Muerto,-99.18927192990336,19.36158195925242
7,Mixcoac,-99.18767513739826,19.376256625218403
7,San Antonio,-99.18665628621424,19.384365866665803
7,San Pedro de los Pinos,-99.18588453884148,19.39116155452544
7,Tacubaya,-99.187627373941300,19.402517709829700
7,Constituyentes,-99.19139236599882,19.411814777586855
7,Auditorio,-99.19227589343865,19.424980497168534
7,Polanco,-99.19102730546408,19.433499538414367
7,San Joaquín,-99.19185135543317,19.444847394802537
7,Tacuba,-99.18707244348279,19.45893880592692
7,Refinería,-99.19051900870032,19.469280993186658
7,Camarones,-99.19008996022107,19.479029245808334
7,Aquiles Serdán,-99.19525559368334,19.490562402691367
7,El Rosario,-99.20005987220532,19.50442803831504
