linea,estacion,long,lat
5,Politécnico,-99.14927385599401,19.50079491555404
5,Instituto del Petróleo,-99.145349342859600,19.490360630567600
5,Autobuses del Norte,-99.14062585599935,19.47892529149371
5,La Raza,-99.13654974955269,19.469618014812454
5,Misterios,-99.13053282513954,19.4632025377301
5,Valle Gómez,-99.11987864858266,19.458980992628668
5,Consulado,-99.114414724451000,19.455737996405500
5,Eduardo Molina,-99.10530801896402,19.4513567301523
5,Aragón,-99.09627966733088,19.45120119344135
5,Oceanía,-99.08714333294805,19.445662033048123
5,Terminal Aérea,-99.08832673518624,19.43398476896712
5,Hangares,-99.08725573534929,19.423807843150385
5,Pantitlán,-99.074498003397800,19.415170548588200
