linea,estacion,long,lat
9,Tacubaya,-99.187627373941300,19.402517709829700
9,Patriotismo,-99.178859480550100,19.406049682203000
9,Chilpancingo,-99.16850301229984,19.405939834330695
9,Centro Médico,-99.155164432520100,19.406529341533900
9,Lázaro Cárdenas,-99.1444720599007,19.40717411155022
9,Chabacano,-99.13552485394608,19.409109921233508
9,Jamaica,-99.12181225270474,19.40926841585484
9,Mixiuhca,-99.11253698928796,19.408398466803575
9,Velódromo,-99.10311374436542,19.408561480866112
9,Ciudad Deportiva,-99.09130511305975,19.408444007340435
9,Puebla,-99.08246432204999,19.407174461601613
9,Pantitlán,-99.074498003397800,19.415170548588200
