linea,estacion,long,lat
8,Garibaldi,-99.138224255801600,19.444002970593000
8,Bellas Artes,-99.14067417480834,19.436162300187746
8,San Juan de Letrán,-99.14134038801254,19.43126075568169
8,Salto del Agua,-99.142093329220500,19.426885617698500
8,Doctores,-99.14320623063078,19.421405275665677
8,Obrera,-99.14407112454931,19.413182604389107
8,Chabacano,-99.135524853946000,19.409109921233500
8,La Viga,-99.12625068070737,19.40665498789582
8,Santa Anita,-99.121547895209300,19.403676478207000
8,Coyuya,-99.1135064763156,19.398306072311826
8,Iztacalco,-99.11206905190252,19.388076183262527
8,Apatlaco,-99.10951104455218,19.379128675888907
8,Aculco,-99.10773896469634,19.373298914560948
8,Escuadrón 201,-99.10956481430003,19.364901681687513
8,Atlalilco,-99.10578285935902,19.35581575068099
8,Iztapalapa,-99.09333848444884,19.357722406329046
8,Cerro de la Estrella,-99.08570653006682,19.355968471679347
8,UAM-I,-99.07479367725696,19.350979051342847
8,Constitución de 1917,-99.06373325198028,19.34591514934742
